,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
851,32699,1,28.0,500.0,6000.0,600.0,2000.0,False,,,Espace Charonne,"À propos du lieu
Vous cherchez un lieu professionnel et confortable pour organiser vos réunions ? Ne cherchez plus ! L'Espace Charonne est un ancien atelier de confection, complètement refait à neuf par un architecte dans un style industriel chic. Que vous ayez besoin d'un espace pour un entretien, ou pour une présentation importante, nous avons ce qu'il vous faut. Offrez à votre équipe le cadre idéal pour une réunion productive et réussie !

Capacité et Equipements
Notre Espace peut accueillir jusqu'à 50 personnes en configuration théâtre/classe et 25 personnes en configuration en U. Equipé de 2 écrans LCD et connectiques HDMI, APPLE TV, BLUETOOTH, Wi-Fi par fibre optique. Nous mettons à votre disposition café, thé et eau. Le support technique est également fourni pour garantir que votre réunion se déroule sans accroc. Notre salle est disponible à la réservation pour des périodes allant d'une heure à une journée complète.

Informations pratiques
L'espace Charonne est proche de toutes les commodités. Vous pourrez également profiter d'un large choix de restaurants pour vos pauses déjeuner. N'hésitez pas à nous écrire si vous avez des besoins particuliers, ou des questions, notamment sur la date et la durée de votre choix, et nous nous occupons du reste. Notre équipe est à votre disposition pour répondre à toutes vos questions et vous aider pour vos besoins professionnels.

Situation géographique et accessibilité
Notre emplacement privilégié offre un accès facile aux transports en commun. Métros : Station Charonne - Ligne 9 (1 minute à pied), Station Philippe Auguste - Ligne 2 (8 min), Station Faidherbe Chaligny - Ligne 8 (8 min). Bus : 46, 56, 61, 69, 76, N16, N34. Taxis et VTC. Vélos et trottinettes via plateformes de location",,,Paris,75011,Meeting Space,,Air Conditioning;Furniture;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Office Equipment;Toilets;Daylight;Industrial,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,paris
867,12752,7,60.0,,,,7000.0,,,Espace de vente dans Le Marais,Espace de vente dans Le Marais,"Situé au cœur du Marais, cet espace vous est proposé en location éphémère pour votre prochain Pop-Up Store, Showroom, Vente Privée…
D’une superficie totale de 55m², cet espace se compose d’une pièce principale de 30m² et de 2 espaces pouvant servir de réserve ou de bureau. Vous y bénéficierez d’une belle vitrine et d’un cadre moderne et lumineux pour votre Événement Éphémère.","Situé au cœur du Marais, cet espace vous est proposé en location éphémère pour votre prochain Pop-Up Store, Showroom, Vente Privée…
D’une superficie totale de 55m², cet espace se compose d’une pièce principale de 30m² et de 2 espaces pouvant servir de réserve ou de bureau.",Le Marais,Paris,75003,Art Gallery,,Furniture;Electricity;Heating;Lighting;Security System;Stock Room;Street Level;Internet;Window Display;Toilets,Fashion Show;Art Opening;Fashion Showroom,paris
875,24768,1,,3000.0,60000.0,3500.0,15000.0,,,,Espace Atypique à Sentier Montorgueil,"Ce vaste showroom est situé dans le quartier animé du Sentier Montorgueil. Cet espace vierge est parfait pour les showrooms de mode, les expositions d'art et les événements privés.

Il s'agit d'un espace de 200 m² sur 3 niveaux, au rez-de-chaussée un espace café et boutique scandinave, au 1er étage un grand espace blanc lumineux traversant (studio) et un sous-sol avec vestiaire, toilettes et douches. Nous disposons également d'un espace pouvant servir de stockage ou de régie avec accès par ascenseur. Les intérieurs sont contemporains avec des murs blancs et des sols en béton donnant à l'espace une atmosphère moderne. Cet espace offre des équipements de base, y compris une zone de stockage et peut accueillir une variété de salles d'exposition et d'autres événements privés.

Entouré de détaillants de mode, cet espace est idéal pour les artistes et les designers qui souhaitent se faire connaître dans un cadre créatif.",,Strasbourg-Saint-Denis,Paris,75002,Event Space,,Furniture;Electricity;Fitting Rooms;Heating;Kitchen;Stock Room;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Bathroom;Elevator;Daylight;Whitebox / Minimal;Multiple Rooms,Fashion Show;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Shop Share;Photo Shooting,paris
890,15060,1,,2970.0,,4670.0,32690.0,False,,Le Yacht dans le 16e arrondissement,Le Yacht dans le 16e arrondissement,"Ce yacht de prestige d'un design luxueux et contemporain, accueille au cœur de Paris, dans un cadre privé, rare et magique, particuliers et entreprises pour un moment d'exception.

Sur cette péniche à quai ou navigante, profitez d’une ambiance conviviale pour vos réunions ou soirées d'entreprise. Vous pourrez également utiliser ce fabuleux endroit pour plusieurs types de prestations sur mesure : une croisière unique au cœur de Paris, un baptême, un anniversaire, une soirée sur l’eau, une salle de réception d’exception, un hôtel de luxe sur la Seine, un salon privé pour rendez-vous d’affaires mais également un cadre idyllique pour une soirée romantique. 
Accueillis par notre maitre de bord, Hubert, il saura vous renseigner et répondre à l’ensemble de vos besoins le temps de votre évènement.","Ce yacht de prestige d'un design luxueux et contemporain, accueille au cœur de Paris, dans un cadre privé, rare et magique, particuliers et entreprises pour un moment d'exception.",,Paris,75016,Boat,,Furniture;Electricity;Heating;Kitchen;Lighting;Stock Room;Internet;Sound & Video Equipment;Toilets;Rooftop;Bar;Private Parking;Multiple Rooms;Smoking Area,Private Sale;Late Night Event (after 10pm);Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Photo Shooting,paris
902,15167,1,,18000.0,,,,False,,Espace prestigieux près des Galeries Lafayette,Espace prestigieux près des Galeries Lafayette,"Situé à seulement 9 minutes à pied des Galeries Lafayette, cet espace unique et sublime est un excellent emplacement pour les marques qui accueillent un lancement de produit ou un showroom.

Avec une belle façade, cet espace de vente haut de gamme offre une bonne visibilité et l'espace est rempli d'une lumière naturelle brillante. Installé dans un bâtiment classique avec une entrée privée, cet espace est élégant avec une ambiance sophistiquée. Cet espace bénéficie d'une entrée moderne et de grandes fenêtres qui inondent l'espace de lumière naturelle, créant une ambiance bien éclairée. Les intérieurs sont créatifs avec des murs colorés, de vastes espaces adaptés à tous les types d'événements et des projecteurs réglables. L'espace a une atmosphère artistique qui ajoute de la flexibilité à l'espace. La disposition modulaire et le décor haut de gamme ajoutent une touche sophistiquée à l'espace.

Cet espace est entouré de plusieurs magasins phares tels que Louis Vuitton, Christian Dior, Burberry et Etro. C'est une opportunité exceptionnelle pour les marques de s'aligner sur les plus grandes marques du monde.","Situé à seulement 9 minutes à pied des Galeries Lafayette, cet espace unique et sublime est un excellent emplacement pour les marques qui accueillent un lancement de produit ou un showroom.",,Paris,75009,Event Space,,Air Conditioning;Furniture;Garment Rack;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Street Level;Internet;Sound & Video Equipment;Toilets;Rooftop;Elevator;Daylight;Raw;Whitebox / Minimal;Garden;Large Door Entrance;Car Display;Multiple Rooms;Smoking Area;Terrace,Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Shopping Mall;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,paris
909,30954,1,28.0,1000.0,15000.0,1500.0,5000.0,False,,,Location Galerie vers Saint-Germain-des-Prés,"FR/ Une galerie d'art contemporain urbain haute en couleur installée au cœur culturel de Paris à Saint-Germain-des-Prés, située juste entre le Louvre et le musée d'Orsay, à côté du musée Serge Gainsbourg ! La galerie possède des peintures étonnantes d'artistes du monde entier. La pièce centrale est un bar en marbre qui est parfait pour un cocktail ou un petit événement. La galerie dispose également de plusieurs cadres numériques pour montrer des présentations. L'espace est équipé d'une kitchenette, d'un réfrigérateur et d'un micro-onde. L'espace possède également une salle de bain. 

ENG/ A colorful urban contemporary art gallery based in the cultural heart of Paris at Saint-Germain-des-Pres, rue de Verneuil, located right between the Louvre and the d'Orsay museum, next to the museum of Serge Gainsbourg! The gallery has amazing paintings by artists from all over the world. The central piece is a marble bar which is perfect for a cocktail party or a fun gathering. The gallery also has several digital frames to show presentations. The space is equipped with a small kitchen, a fridge, a microwave and a bathroom.",,,Paris,75007,Hall,,Furniture;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Internet;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Bar;Whitebox / Minimal;Multiple Rooms;Water Access,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,paris
917,23932,1,,17000.0,,,,,,Espace Unique dans le 16e arrondissement,Espace sublime dans le 16ème arrondissement,"Situé dans la prestigieuse avenue du Président Wilson à quelques pas d'Iéna et du Trocadéro, ce lieu sublime est un excellent emplacement pour les marques pour accueillir un événement privé, des cocktails ou des showrooms.

Installé dans un bâtiment classique avec une entrée privée, cet espace est élégant avec une ambiance sophistiquée. Cet espace présente des intérieurs classiques avec des sols en marbre, des murs blancs et de belles fenêtres. L'espace a une atmosphère de bon goût avec un bord historique. Cet espace de vente au détail haut de gamme est moderne avec des intérieurs contemporains de murs blancs et de sols en béton.

Cet espace incroyable est situé dans un quartier haut de gamme du 16ème arrondissement de Paris, à 20 min de Charles de Gaulle Étoile. C'est un espace incroyable pour accueillir des showrooms de mode et des réceptions privées.","Situé dans la prestigieuse avenue du Président Wilson à quelques pas d'Iéna et du Trocadéro, ce lieu sublime est un excellent emplacement pour les marques pour accueillir un événement privé, des cocktails ou des showrooms.",,Paris,75116,Art Gallery,,Heating;Lighting;Toilets,Corporate Event,paris
918,15677,1,,12000.0,,,,,,Lieu historique proche des Invalides,Lieu historique proche des Invalides,"L’intérieur classique de l’édifice, entièrement rénové en 2015, entre rotondes aux boiseries dorées, cheminées surplombées de miroirs et grands salons, met majestueusement en valeur les collections exposées.
Dans le hall, nous vous proposons d’organiser votre réception, dîner et cocktail dînatoire, au pied de l'escalier monumental. La beauté et le calme du jardin de sculptures séduiront également vos convives.
Vous êtes assuré d'offrir un évènement inédit à vos invités en les conviant dans ce décor historique remarquable.","L’intérieur classique de l’édifice, entièrement rénové en 2015, entre rotondes aux boiseries dorées, cheminées surplombées de miroirs et grands salons, met majestueusement en valeur les collections exposées.",,Paris,75007,Event Space,,Electricity;Heating;Lighting;Stock Room;Toilets;Garden,Late Night Event (after 10pm);Product Launch;Food Event;Photoshoot & Filming,paris
928,29908,1,,800.0,10000.0,1200.0,3500.0,False,,,Studio à Asnières-sur-Seine,"Situé aux portes de Paris, à Asnières-sur-Seine, notre studio vous accueille avec ses 3 espaces totalement équipés, spacieux et atypiques, pour répondre à tous vos besoins.",,,Asnières-sur-Seine,92600,Photo / Filming Studio,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Ground Floor;Rooftop;Bathroom;Bar;Large Door Entrance;Multiple Rooms;Water Access;Terrace,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Meeting;Photo Shooting,paris
979,16789,1,,4500.0,,,,False,,Showroom Unique à Opéra-Bourse,Showroom Unique à Opéra-Bourse,"Cet incroyable et sublime espace de 640 m², composé de quatre surfaces dont une principale de 397m² et une réserve de 50m²,vous est proposé en location Éphémère afin d’y organiser vos Showrooms, Pop-Up Stores, Boutique Ephémères, Lancement de Produits/Marques, Ventes Privées, ou Expositions…
Dès notre arrivée, par l’une des deux entrées privatives donnant sur rue, nous pouvons admirer son parquet noir, une vertigineuse hauteur sous plafond, des murs blancs, de vastes fenêtres évoquant celles des ateliers d’artistes, de fines et longues colonnes, quelques miroirs magnifiant cette sensation d’espace à perte de vue et le tout très élégamment éclairé par des rangées de spots design.

Puis notre regard se pose sur cet admirable escalier moderne et gris menant à un splendide premier étage à l’image du rez de chaussé et pourvu de jolies étagères enchâssées au mur.

L’un des plus beaux showrooms parisiens situé au coeur du Sentier et à deux pas de la place de la Bourse, augurant un accès facile pour vos invités, voilà le partenaire idéal de vos présentations!","Cet incroyable et sublime espace de 640 m², composé de quatre surfaces dont une principale de 397m² et une réserve de 50m²,vous est proposé en location Éphémère afin d’y organiser vos Showrooms, Pop-Up Stores, Boutique Ephémères, Lancement de Produits/Marques, Ventes Privées, ou Exposition
Dès notre arrivée, par l’une des deux entrées privatives donnant sur rue, nous pouvons admirer son parquet noir, une vertigineuse hauteur sous plafond, des murs blancs, de vastes fenêtres évoquant celles des",Sentier - Grands Boulevards,Paris,75002,Event Space,,Air Conditioning;Electricity;Fitting Rooms;Heating;Lighting;Internet;Toilets,Pop-Up Store;Fashion Showroom,paris
